# Two-Pass Transcription: best_part.mp3
# Duration: 271.44s

Time     Chord        Bass         Chords                       Melody
232.90   G5           G3           E3 D3                        E4 G4 A4
233.00   Emadd9?      F#3          E3 G3 G4 F4                  E4 A4 B4
233.10   Emadd9?      F#3          E3 G3 G4 F4                  E4 A4 B4 E4 F#4 D5
233.20   B5           F#3 B1       G4                           E4 A4 B4 E4 F#4 D5
233.30   B5           B1 F#3       -                            E4 F#4 D5
233.40   Esus2?       F#3          E4                           -
233.50   -            F#3          -                            E4 F#4
233.60   B5           B1 F#3       -                            E4 F#4
233.70   Bm           B1 F#3       D4                           E4 F#4 E4
233.80   D            F#3          D4 D3                        E4
233.90   D7?          F#3          C3 D3 D4                     E4 E4 G4
234.00   C            G3           E3 C3 F#4                    E4 G4
234.10   Emadd9       G3           E3 F#4                       E4 G4
234.20   Esus2?       F#3          E3                           E4 F#4 G4
234.30   -            F#3          -                            E4 F#4 G4
234.40   -            F#3          -                            E4 F#4 G4
234.50   D            F#3          D3                           E4
234.60   D            F#3          D3 D4                        E4 E4 D5
234.70   D            F#3          D3 D4                        E4 E4 D5
234.80   G5           F2           D3 E3 D4 F#3 G3              E4 D5
234.90   Fmaj7        A2 F2        E3 D3 A3 G3 C4               E4 F#4 A4
235.00   Amin7        A2           E3 C3 D3 A3 G3 C4            E4 F#4 A4
235.10   Amin7        A1 A2        E3 C3 A3 C4 G3               E4 F#4 A4
235.20   Amin7        A1 A2        E3 E4 A3 C4 B3 A4 G3         -
235.30   Amin7        A1 A2        A3 E3 A4 E4 C4 B3 G3         -
235.40   Amin7        A2 A1        A3 A4 E4 C4 G3               -
235.50   Gsus2        A1 A2        A3 D3 C4 G3                  E4 A4 B4
235.60   Gsus2        A2           A3 G3 D3 C4                  E4 A4 B4
235.70   Dsus4        A2 G3        D3 A3                        E4 A4 B4
235.80   Fadd9        F2 A2        G3                           E4 G4 D5
235.90   Fadd9        F2 A2        G3                           E4 G4 D5
236.00   A5           A2 A1        G3 E3 A4                     E4 G4 D5 G4 B4 D5
236.10   A5           A1 A2        G3 A3 A4 E3                  G4 B4 D5
236.20   F#m?         A2           A4 F#3 G3                    G4 B4 D5 G4 B4 D5
236.30   F#m?         F#3 A2       A4 G3                        G4 B4 D5
236.40   D            F#3 G3       A4 E3 D3                     G4 B4 D5
236.50   G5           F#3 G3       E3 D3                        G4 A4 B4
236.60   G5           F#3 G3       E3 D3 E4                     G4 A4 B4
236.70   D9           F#3          E3 D3 C4                     G4 A4 B4 E4 A4 B5
236.80   Cadd9?       F#3          E3 D3 C3 C4                  E4 A4 B5 E4 F#4 B4
236.90   Cadd9?       F#3 D3       E3 C4 C3                     E4 A4 B5 E4 F#4 B4
237.00   D7?          F#2 F#3      C3 C4 D3                     E4 F#4 B4 E4 F#4
237.10   -            F#2 F#3      -                            E4 F#4
237.20   Esus2?       F#2 F#3      E3                           E4 F#4
237.30   Dadd9?       F#2 F#3      E3 D3 D4                     E4 B4
237.40   Dadd9?       F#2 F#3      E3 D3 D4                     E4 B4
237.50   Dadd9        F#3          D3 E3 D4                     E4 B4
237.60   Dadd9        -            E3 D3 D4 E4 F#3              -
237.70   G#5          G#2          D#4 D4 G#3 F#3               E4 B4 D5
237.80   G#5          G#2          D#3 D#4 G#3 F#3              E4 B4 D5
237.90   G#5          G#2          F#3 D#4 D#3 G#3              E4 B4 D5
238.00   G#7          G#2 F#3      C4 D#3 D#4 G#3               -
238.10   G#7          G#2 F#3      C4 D#3 D#4                   -
238.20   G#7          G#2 F#3      C4 A#3 D#4                   -
238.30   G#9          G#2 F#3      A#3 C4                       D#4 F#4 D5
238.40   G#9          G#2 F#3      A#3 C3 C4                    D#4 F#4 D5
238.50   G#9          G#2 F#3      C3 A#3 C4                    D#4 F#4 D5
238.60   A#aug7       G#2 F#3      G3 D3 C3 A#3                 D#4 E4 F#4 E4 F#4 G4
238.70   G5           G2 F#3       G3 D3 D4                     D#4 E4 F#4 E4 F#4 G4
238.80   G5           G2 F#3       E3 G3 D3 D4                  D#4 E4 F#4 E4 F#4 G4
238.90   Gmaj7        G2 F#3       E3 E4 D4 B3 G4               -
239.00   Gmaj7        G2 F#3       E3 E4 B3 D4 G4               -
239.10   Gmaj7        G2 F#3       E3 E4 B3 D4 G4               -
239.20   Gmaj7        G2 F#3       D3 E3 E4 B3 D4               -
239.30   Gmaj7        G2 F#3       D3 E3 B3                     E4 A4 D5
239.40   Gmaj7        G2 F#3       D3 E3 B3                     E4 A4 D5 E4 A4 B4
239.50   Gmaj7        G2 F#3       D3 E3 B3                     E4 A4 D5 E4 A4 B4
239.60   Bm           D3 F#3       E3 B3                        E4 A4 B4 E4 D5 B5
239.70   D?           F#2 D3       F#3                          E4 D5 B5
239.80   D?           F#2 F#3      D3                           E4 D5 B5 B4 D5 B5
239.90   Bm           F#2 F#3      D3 B3                        B4 D5 B5
240.00   Daug         F#3          D3 A#4 B3 E3                 B4 D5 B5 A4 D5 B5
240.10   Daug         F#3          B3 D3 A#4 E3 B4              A4 D5 B5
240.20   Bm           F#3          B3 D3 E3                     A4 D5 B5 A4 B4 D5
240.30   Bm           F#3          B3 E3 D3                     A4 B4 D5
240.40   Emin7        F#3          B3 G3 D3 E3                  A4 B4 D5
240.50   G5           F#3          G3 D3 E4                     B4
240.60   G5           G2 F#3       G3 D3 E4                     B4 F#4 B4 E5 F#4 G4 B4
240.70   G5           G2 F#3       D3 G3                        B4 F#4 B4 E5 F#4 G4 B4
240.80   Gmaj7        G2 F#3       D3 G3 B3                     F#4 B4 E5 F#4 G4 B4
240.90   Gmaj7        G2 F#3       E3 D3 G3 B3 G4               -
241.00   G5           G2 F#3       E3 D3 G3                     E4 F#4 B4
241.10   G5           G2 F#3       E3 D3                        E4 F#4 B4
241.20   G5           G2 F#3       E3 D3                        E4 F#4 B4
241.30   G5           G2           E3 E4 D3 D4                  -
241.40   G            G2           E3 B3 D3 D4                  E4 B4
241.50   G            G2           E3 B3 D3 D4                  E4 B4
241.60   G            G2           D3 D4 B3                     E4 B4
241.70   G5           G2           D3 D4                        E4 B4 D5
241.80   G5           G2           D3 D4                        E4 B4 D5 E4 D5
241.90   G5           G2           D3 D4                        E4 B4 D5 E4 D5 D#4 D5 A5
242.00   G5           G2           D3 D4                        E4 D5 D#4 D5 A5
242.10   G            G2 B2        D4 D3                        D#4 D5 A5
242.20   G5           G2           D4                           B4 D5 A5
242.30   G5           G2           D4                           B4 D5 A5
242.40   A#           A#2          D4 D3                        B4 D5 A5 F4 G4 D5
242.50   A#           A#2          D3 D4 A#4                    F4 G4 D5 F4 G4 A4 F4 G4 A4
242.60   D5           A#2          D3 D4 A3 A#4                 F4 G4 D5 F4 G4 A4 F4 G4 A4 F4 G4 A4 F4 G4 A4 F4 G4 A4
242.70   D5           A#2          D3 D4 A3 A#4                 F4 G4 A4 F4 G4 A4 F4 G4 A4 F4 G4 A4 F4 G4 A4
242.80   D5           A#2          D3 D4 A3 A#4                 F4 G4 A4 F4 G4 A4 F4 G4 A4
242.90   A#maj7       A#2          D3 D4 G4 A3 F4               -
243.00   Gm           A#2 A#1      D3 G3 D4                     F4 G4 A4 F4 G4 D5
243.10   Gm           A#2          D3 G3 D4 A#4                 F4 G4 A4 F4 G4 D5
243.20   Gm           A#2          D3 G3 D4 A#4                 F4 G4 A4 F4 G4 D5
243.30   A#           A#2 G3       D3 D4 A#4 F4                 -
243.40   A#           A#2          G4 G3 D3 D4 F4               -
243.50   Gm           A#2          G3 G4 D4 D3                  -
243.60   Gm           A#2          D3 G3 A3 A#3 D4              G4 A4 D5 G4 A4 A#4
243.70   Gm           A#2          D3 G3 A3 A#3                 G4 A4 D5 G4 A4 A#4 G4 A4
243.80   Gm           A#2          D3 A3 A#3 G3                 G4 A4 D5 G4 A4 A#4 G4 A4 G4 A4 G4 A4 D5
243.90   D5           A1 A#2       D3 A3 A#3 D4                 G4 A4 G4 A4 G4 A4 D5 G4 A4 D5
244.00   Gm           A#2 G3       A3 A#3 D4                    G4 A4 G4 A4 D5 G4 A4 D5
244.10   Gm           A#2 G3       A3 A#3 D4                    G4 A4 D5 G4 A4 D5
244.20   Gm           A#2 G3       A3 D4 A#3                    G4 A4 D5
244.30   Gm           A#2 G3       A3 A#4 D4 A#3                G4 A4 D5
244.40   Gm           A#2 G3       D3 A#4 D4 A3                 -
244.50   Gm           A#2 G3       D3 D4 A3 A4 G4 A#4           -
244.60   Gm           A#2 G3       D3 D4 A3 A4 G4               -
244.70   Gm           A#2          G3 D4 G4 A3 E4 A4            -
244.80   A#5          A#2          A#3 A3 F4                    E4 G4 A4 E4 G4 A4
244.90   A#5          A#2          A#3 A3 F4                    E4 G4 A4 E4 G4 A4
245.00   A#5          A#1 A#2      A#3 A3 F4                    E4 G4 A4 E4 G4 A4
245.10   A5           A1 A#2       A#3 E4 A3 A4 F4              -
245.20   A#5          A#1 A#2      A#3 E4 A3 A4 F4 G3           -
245.30   A#sus4       A#2          D#3 E4 A#3 A3 F4 G3          -
245.40   A#maj7       A#1 F3       D3 D4 D#3 A3 A#3             E4 A#4 D5
245.50   A#           F2 F3        D3 D4 A#3                    E4 A#4 D5
245.60   A#           A#1 F3       D3 D4 A#3                    E4 A#4 D5
245.70   A#           A#1 F3       D3 D4 E3 E4 A#3              -
245.80   A#           A#1 F3       D3 D4 E4 A#3                 -
245.90   A#           F3 A#2       D3 D4 A#3 E4                 -
246.00   A#maj7       F2 A#2       A#3 D3 D4 A3 F3              -
246.10   A#maj7       F2 A#2       A#3 D3 A3 D4 F3              -
246.20   A#maj7       F2 A#2       A#3 A3 D4 F3                 -
246.30   A#maj7       A#2 F3       D3 A#3 A3 D4                 -
246.40   A#maj7       A#2 F3       A3 D4                        -
246.50   A#maj7       A#2 F3       D3 A3 D4                     -
246.60   A#5          A#2          A3 F3                        -
246.70   A#5          A#2          G3 F3 A#4                    F4 G4 A4
246.80   A#5          A#2 G3       F3 A#3 A#4                   F4 G4 A4
246.90   A#           A#1 A#2      G3 F3 A#3 A#4 D4             F4 G4 A4
247.00   A#maj7       A#2 G3       F3 F4 A#3 D4 A3              -
247.10   A#maj7       A#1 A#2      G3 F3 F4 A#3 D4 A3           -
247.20   A#           A#2 G3       F3 F4 D3 A#3 D4              -
247.30   A#           A#2 G3       F3 D3 A#3 D4                 -
247.40   A#           A#2 G3       D3 F3 A#3 D4                 -
247.50   A#           A#2 G3       F3 D3 F4 A#3 D4              -
247.60   A#           A#2          G3 F3 D3 F4 A#3 D4           -
247.70   Dm           E3           D3 A3 G3 F3 D4               -
247.80   A5           F#2 E3       A3 F#3                       E4 G4 A4 E4 A4 A#4
247.90   F#min7       F#2 E3       A3 F#3 C#4                   E4 G4 A4 E4 A4 A#4 E4 G4 A#4 E4 A4 A#4
248.00   F#min7       F#2          E3 A3 F#3 A#3 F#4 C#4        E4 G4 A4 E4 A4 A#4 E4 G4 A#4 E4 A4 A#4
248.10   F#m          F#2          F#3 A3 F#4 C#4               E4 G4 A#4 E4 A4 A#4
248.20   F#           F#2          F#3 A3 A#4 C#4               -
248.30   F#           F#2          F#3 C#4 A3 A#4               -
248.40   F#           F#2          F#3 C#4 A3 A#4               -
248.50   F#           F#2          F#3 C#4 A#4 A3               -
248.60   F#           F#2          F#3 D3 D4 C#4 A#4            -
248.70   F#5          F#2          F#3 D3 D4 C#4                -
248.80   F#5          F#2          F#3 D3 D4 C#4                E4 F#4 C#5
248.90   Dadd9?       F#2          F#3 E3 D4                    E4 F#4 C#5
249.00   B5           F#2 B1       F#3                          E4 F#4 C#5 E4 F#4
249.10   Bsus4        F#2 B1       F#3 E3                       E4 F#4
249.20   Bm           F#2 B1       F#3 D3                       E4 F#4 E4 F#4 E4 F#4 A4
249.30   Bm           F#2 B1       D3 F#3                       E4 F#4 E4 F#4 A4
249.40   D            F#2 A2       D3 A3 F#3                    E4 F#4 E4 F#4 A4 E4 A4 D5
249.50   D            F#2 A2       D3 F#3                       E4 A4 D5
249.60   D?           F#2          D3 F#3                       E4 A4 D5
249.70   Dadd9        -            D3 F#3 E4                    G4 A4 D5
249.80   Bm           B1 B2        D3 G3 D4 F#4 B3              G4 A4 D5
249.90   Bm           B1 B2        G3 D3 D4 F#4 B3              G4 A4 D5 G4 A4 D5
250.00   Bm           B1 B2        D3 G3 D4 B3 F#4 B4           G4 A4 D5
250.10   Bm           B2           D3 D4 B3 G3 B4 F#4           G4 A4 D5
250.20   G            B2 G3        D3 D4 B4                     -
250.30   G            B2 G3        D3 D4 B4                     -
250.40   G            G3 B2        D3 D4 B3 B4                  -
250.50   G            B2 G3        D3 D4 B3 B4                  -
250.60   G            B2 G3        D3                           A4 D5 B5
250.70   Bm           B2           D3                           A4 D5 B5
250.80   G            B2           D3 G3                        A4 D5 B5 G4 A4
250.90   G7           B2 F2        D3 G3                        G4 A4
251.00   Bm           B2           D4                           G4 A4
251.10   A#maj7       A#2 F3       A3 D4 A#4                    G4 A4 D5
251.20   A#maj7       A#2 F3       D3 A3 E4 A#4                 G4 A4 D5 F#4 A4 D5
251.30   A#maj7       A#1 A#2      D3 A3 F3 A#4                 G4 A4 D5 F#4 A4 D5 E4 F4 A4
251.40   A#maj7       A#1 A#2      D3 A3 F3 A#4                 F#4 A4 D5 E4 F4 A4
251.50   A#maj7       A#1 A#2      D3 A3 F3 A#4                 E4 F4 A4
251.60   A#maj7       A#1 A#2      A3 D3 A4 F3 E4 A#4           -
251.70   A#5          A#1 A#2      A3 A4 F3 A#4 E4              -
251.80   A#5          A#1 A#2      A3 A4 F3 E4                  -
251.90   A#5          A#1 A#2      A3 A4 F3 E4                  -
252.00   A#5          A#1 A#2      A3 A4 E4 F3                  -
252.10   A#5          A#1 A#2      A3 A4 E4 F3                  -
252.20   A#5          A#1 A#2      A4 E4 F3                     -
252.30   A#5          A#1 A#2      A4 F3 E4                     -
252.40   A#5          A#2          A4 F3                        -
252.50   A#           F2 F3 A#2    D4                           E4 A4 D5
252.60   Dm?          F2 F3        D3 D4                        E4 A4 D5
252.70   F5           F2 F3        D3 D4 C4                     E4 A4 D5 F4 A4 D5
252.80   A#           A#1 F2       D3 D4 C4                     F4 A4 D5
252.90   F5           F2           D3 D4 C4 C3                  F4 A4 D5
253.00   F            F2 F3        D3 D4 C3 C4 A3               -
253.10   F            F2 F3        D3 D4 C3 C4 A3               -
253.20   Fsus2        F2           D3 D4 F3 C4 G4               F4 A4 D5
253.30   Fsus2        F2           D3 D4 F3 C4 G4               F4 A4 D5
253.40   F5           F2 C3        D3 D4 F3 C4                  F4 A4 D5
253.50   F5           F2 C3        D3 D4 F3 F4 C4 B4            -
253.60   F5           F2 C3        D3 D4 F3 C4 B4               -
253.70   Fsus2        F2 G3        D3 D4 F3 C3 C4               -
253.80   Fsus2        F2 G3        D3 D4 C3 C4 F3               -
253.90   Fsus2        F2 G3        D3 D4 C3 C4 F3               -
254.00   Fsus2        F2 G3        D3 D4 C3 F3 C4               -
254.10   Csus2        F3 G3        D3 D4 C3 C4                  -
254.20   Dmin7        F3 E2        D3 B3 A3 C4                  -
254.30   Dmin7        F3 E2        D3 B3 A3 C4                  -
254.40   Dmin7        F3 E2        D3 E3 D4 B3 A3 C4            B4 F#5 D#6
254.50   Dmin7        C2 F3        D3 E3 A3 D4                  B4 F#5 D#6 E4 A4 D5
254.60   Fmaj7        C2 F2        D3 E3 A3 D4                  B4 F#5 D#6 E4 A4 D5 E4 A4 D5
254.70   G13          F2 G3        E3 A3 D4 B3                  E4 A4 D5 E4 A4 D5 E4 A4 D5
254.80   G13          F2 G3        D3 A3 E3 B3                  E4 A4 D5 E4 A4 D5 E4 A4 D5
254.90   G13          F2 G3        D3 E3 A3 B3                  E4 A4 D5 E4 A4 D5
255.00   Dm           F2           F3 D3 E3 A3                  E4 A4 D5 E4 F4 A4
255.10   A#5          F2 A#1       F3 E3 A3                     E4 F4 A4
255.20   A#5          F2 A#1       F3 A3                        E4 F4 A4
255.30   Dm           F2           D3 A3 F3 A4 F4 B3            -
255.40   Dm           -            D3 A3 A4 F3 F4 B3 B4         -
255.50   G13          G2           D3 A3 B3 E3 F3               E4 A4 B4
255.60   G            G2           A3 D3 B3 E3                  E4 A4 B4 A#4
255.70   Bmin7b5      B2           D3 A3 B3 F3                  E4 A4 B4 A#4
255.80   Bmin7b5      B2           D3 A3 A4 B3 F3 F4            A#4
255.90   Dm           -            D3 A3 A4 B3 F3 F4            -
256.00   Dm           -            D3 A3 A4 B3 F3 F4            -
256.10   Esus4        E2           D3 A3 B3 A4 F3 F4            -
