# Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 76
# First Downbeat: 0.000s
# BPM Confidence: 1.00

Bar.Beat   Time     Chord      Bass         Chords                   Melody
69.1.24    243.80   Gm         A#2          D3 A3 A#3 G3             D5 D5
69.1.35    243.90   D5         A1 A#2       D3 A3 A#3 D4             D5 A4
69.1.46    244.00   Gm         A#2 G3       A3 A#3 D4                D5 A4
69.1.57    244.10   Gm         A#2 G3       A3 A#3 D4                D5 A4
69.1.68    244.20   Gm         A#2 G3       A3 D4 A#3                D5 A4
69.1.80    244.30   Gm         A#2 G3       A3 A#4 D4 A#3            D5 A4
69.1.91    244.40   Gm         A#2 G3       D3 A#4 D4 A3             -
69.2.02    244.50   Gm         A#2 G3       D3 D4 A3 A4 G4 A#4       -
69.2.13    244.60   Gm         A#2 G3       D3 D4 A3 A4 G4           -
69.2.24    244.70   Gm         A#2          G3 D4 G4 A3 E4 A4        -
69.2.36    244.80   A#5        A#2          A#3 A3 F4                A4 G4
69.2.47    244.90   A#5        A#2          A#3 A3 F4                A4 G4
69.2.58    245.00   A#5        A#1 A#2      A#3 A3 F4                A4 G4
69.2.69    245.10   A5         A1 A#2       A#3 E4 A3 A4 F4          -
69.2.80    245.20   A#5        A#1 A#2      A#3 E4 A3 A4 F4 G3       -
69.2.91    245.30   A#5        A#2          D#3 E4 A#3 A3 F4 G3      -
69.3.02    245.40   A#         A#1 F3       D3 D4 D#3 A3 A#3         E4 D5
69.3.14    245.50   A#         F2 F3        D3 D4 A#3                E4 D5
69.3.25    245.60   A#         A#1 F3       D3 D4 A#3                E4 D5
69.3.36    245.70   A#         A#1 F3       D3 D4 E3 E4 A#3          -
69.3.47    245.80   A#         A#1 F3       D3 D4 E4 A#3             -
69.3.58    245.90   A#         F3 A#2       D3 D4 A#3 E4             -
69.3.69    246.00   A#         F2 A#2       A#3 D3 D4 A3 F3          -
69.3.81    246.10   A#         F2 A#2       A#3 D3 A3 D4 F3          -
69.3.92    246.20   A#         F2 A#2       A#3 A3 D4 F3             -
69.4.03    246.30   A#         A#2 F3       D3 A#3 A3 D4             -
69.4.14    246.40   A#         A#2 F3       A3 D4                    -
69.4.25    246.50   A#         A#2 F3       D3 A3 D4                 -
69.4.37    246.60   A#5        A#2          A3 F3                    -
69.4.48    246.70   A#5        A#2          G3 F3 A#4                A4
69.4.59    246.80   A#5        A#2 G3       F3 A#3 A#4               G4 A4
69.4.70    246.90   A#         A#1 A#2      G3 F3 A#3 A#4 D4         G4 A4
69.4.81    247.00   A#         A#2 G3       F3 F4 A#3 D4 A3          -
69.4.92    247.10   A#         A#1 A#2      G3 F3 F4 A#3 D4 A3       -
70.1.04    247.20   A#         A#2 G3       F3 F4 D3 A#3 D4          -
70.1.15    247.30   A#         A#2 G3       F3 D3 A#3 D4             -
70.1.26    247.40   A#         A#2 G3       D3 F3 A#3 D4             -
70.1.37    247.50   A#         A#2 G3       F3 D3 F4 A#3 D4          -
70.1.48    247.60   A#         A#2          G3 F3 D3 F4 A#3 D4       -
70.1.59    247.70   Dm         E3           D3 A3 G3 F3 D4           -
70.1.70    247.80   A5         F#2 E3       A3 F#3                   A#4 A4
70.1.82    247.90   F#m        F#2 E3       A3 F#3 C#4               A#4 A4
70.1.93    248.00   F#         F#2          E3 A3 F#3 A#3 F#4 C#4    A#4 A4
70.2.04    248.10   F#m        F#2          F#3 A3 F#4 C#4           A#4 A4
70.2.15    248.20   F#         F#2          F#3 A3 A#4 C#4           -
70.2.26    248.30   F#         F#2          F#3 C#4 A3 A#4           -
70.2.37    248.40   F#         F#2          F#3 C#4 A3 A#4           -
70.2.49    248.50   F#         F#2          F#3 C#4 A#4 A3           -
70.2.60    248.60   F#         F#2          F#3 D3 D4 C#4 A#4        -
70.2.71    248.70   F#5        F#2          F#3 D3 D4 C#4            -
70.2.82    248.80   F#5        F#2          F#3 D3 D4 C#4            C#5
70.2.93    248.90   F#aug      F#2          F#3 E3 D4                C#5
70.3.05    249.00   B5         F#2 B1       F#3                      E4 C#5
70.3.16    249.10   B5         F#2 B1       F#3 E3                   E4
70.3.27    249.20   Bm         F#2 B1       F#3 D3                   E4 F#4
70.3.38    249.30   Bm         F#2 B1       D3 F#3                   E4 F#4
70.3.49    249.40   D          F#2 A2       D3 A3 F#3                D5 A4
70.3.60    249.50   D          F#2 A2       D3 F#3                   D5 A4
70.3.72    249.60   F#aug      F#2          D3 F#3                   D5 A4
70.3.83    249.70   D          -            D3 F#3 E4                D5 A4
70.3.94    249.80   Bm         B1 B2        D3 G3 D4 F#4 B3          A4 D5
70.4.05    249.90   Bm         B1 B2        G3 D3 D4 F#4 B3          D5 D5
70.4.16    250.00   Bm         B1 B2        D3 G3 D4 B3 F#4 B4       D5 A4
70.4.27    250.10   Bm         B2           D3 D4 B3 G3 B4 F#4       D5 A4
70.4.38    250.20   G          B2 G3        D3 D4 B4                 -
70.4.50    250.30   G          B2 G3        D3 D4 B4                 -
70.4.61    250.40   G          G3 B2        D3 D4 B3 B4              -
70.4.72    250.50   G          B2 G3        D3 D4 B3 B4              -
70.4.83    250.60   G          B2 G3        D3                       D5 B5
70.4.94    250.70   Bm         B2           D3                       D5 B5
71.1.06    250.80   G          B2           D3 G3                    B5 D5
71.1.17    250.90   G          B2 F2        D3 G3                    A4
71.1.28    251.00   Bm         B2           D4                       A4
71.1.39    251.10   A#         A#2 F3       A3 D4 A#4                D5 A4
71.1.50    251.20   A#         A#2 F3       D3 A3 E4 A#4             D5 A4
71.1.61    251.30   A#         A#1 A#2      D3 A3 F3 A#4             D5 A4
71.1.73    251.40   A#         A#1 A#2      D3 A3 F3 A#4             D5 A4
71.1.84    251.50   A#         A#1 A#2      D3 A3 F3 A#4             A4
71.1.95    251.60   A#         A#1 A#2      A3 D3 A4 F3 E4 A#4       -
71.2.06    251.70   A#5        A#1 A#2      A3 A4 F3 A#4 E4          -
71.2.17    251.80   A#5        A#1 A#2      A3 A4 F3 E4              -
71.2.28    251.90   A#5        A#1 A#2      A3 A4 F3 E4              -
71.2.39    252.00   A#5        A#1 A#2      A3 A4 E4 F3              -
71.2.51    252.10   A#5        A#1 A#2      A3 A4 E4 F3              -
71.2.62    252.20   A#5        A#1 A#2      A4 E4 F3                 -
71.2.73    252.30   A#5        A#1 A#2      A4 F3 E4                 -
71.2.84    252.40   A#5        A#2          A4 F3                    -
71.2.95    252.50   A#         F2 F3 A#2    D4                       D5 A4
71.3.06    252.60   Dm         F2 F3        D3 D4                    D5 A4
71.3.18    252.70   F5         F2 F3        D3 D4 C4                 D5 D5
71.3.29    252.80   A#         A#1 F2       D3 D4 C4                 A4 D5
71.3.40    252.90   F5         F2           D3 D4 C4 C3              A4 D5
71.3.51    253.00   F          F2 F3        D3 D4 C3 C4 A3           -
71.3.62    253.10   F          F2 F3        D3 D4 C3 C4 A3           -
71.3.74    253.20   F5         F2           D3 D4 F3 C4 G4           A4 D5
71.3.85    253.30   F5         F2           D3 D4 F3 C4 G4           A4 D5
71.3.96    253.40   F5         F2 C3        D3 D4 F3 C4              A4 D5
71.4.07    253.50   F5         F2 C3        D3 D4 F3 F4 C4 B4        -
71.4.18    253.60   F5         F2 C3        D3 D4 F3 C4 B4           -
71.4.29    253.70   F5         F2 G3        D3 D4 F3 C3 C4           -
71.4.41    253.80   F5         F2 G3        D3 D4 C3 C4 F3           -
71.4.52    253.90   F5         F2 G3        D3 D4 C3 C4 F3           -
71.4.63    254.00   F5         F2 G3        D3 D4 C3 F3 C4           -
71.4.74    254.10   C5         F3 G3        D3 D4 C3 C4              -
71.4.85    254.20   E5         F3 E2        D3 B3 A3 C4              -
71.4.96    254.30   E5         F3 E2        D3 B3 A3 C4              -
72.1.07    254.40   E5         F3 E2        D3 E3 D4 B3 A3 C4        D#6 F#5
72.1.19    254.50   Dm         C2 F3        D3 E3 A3 D4              D#6 F#5
72.1.30    254.60   F          C2 F2        D3 E3 A3 D4              D#6 F#5
72.1.41    254.70   Em         F2 G3        E3 A3 D4 B3              D5 D5
72.1.52    254.80   Dm         F2 G3        D3 A3 E3 B3              D5 D5
72.1.63    254.90   Dm         F2 G3        D3 E3 A3 B3              D5 D5
72.1.75    255.00   Dm         F2           F3 D3 E3 A3              D5 A4
72.1.86    255.10   A#5        F2 A#1       F3 E3 A3                 E4 A4
72.1.97    255.20   A#5        F2 A#1       F3 A3                    E4 A4
72.2.08    255.30   Dm         F2           D3 A3 F3 A4 F4 B3        -
72.2.19    255.40   Dm         -            D3 A3 A4 F3 F4 B3 B4     -
72.2.30    255.50   G          G2           D3 A3 B3 E3 F3           E4 A4
72.2.42    255.60   G          G2           A3 D3 B3 E3              E4 A4
72.2.53    255.70   Bdim       B2           D3 A3 B3 F3              E4 A4
72.2.64    255.80   Bdim       B2           D3 A3 A4 B3 F3 F4        -
72.2.75    255.90   Dm         -            D3 A3 A4 B3 F3 F4        -
72.2.86    256.00   Dm         -            D3 A3 A4 B3 F3 F4        -
72.2.97    256.10   E5         E2           D3 A3 B3 A4 F3 F4        -
72.3.08    256.20   Bdim       B2           B3 D3 B4 A3 A4 F3 F4     -
72.3.20    256.30   Dm         G3           B3 E3 D3 B4 A3 A4 F3     -
72.3.31    256.40   Dm         F2           E3 D3 B4 A3 F3           -
72.3.42    256.50   E5         F2           B3 E3 D3 B4 F3           -
72.3.53    256.60   Dm         F2           B3 D3 E3 B4 A3 F3        -
72.3.64    256.70   Bdim       B2           B3 E3 D3 A3 F4           B4 A4
72.3.75    256.80   Bm         F#2          B3 A3 F4 D4 E4           B4 A4
72.3.87    256.90   D          F#2          D3 B3 A3 F4              B4 A4
72.3.98    257.00   Dm         -            D3 B3 A3 F3 F4           B4 A4
72.4.09    257.10   Dm         F2           D3 B3 A3 F3 F4           B4 A4
72.4.20    257.20   E5         F2           B3 D3 E4 F3 D4 F4        -
72.4.31    257.30   E5         E2           B3 D3 F3 E4 D4 F4        -
72.4.43    257.40   Em         E2 G2        B3 D3 F3 E4 D4 F4 G3     -
72.4.54    257.50   Em         G2 E2        D3 B3 E4 D4 F4 G3        -
72.4.65    257.60   G          G2           D3 B3 D4 E4 G3           -
72.4.76    257.70   G          G2           D3 A3 B3 G3 D4           -
72.4.87    257.80   F          F2 C3        F3 D3 A3 B3 G3           C5 G4
72.4.98    257.90   F          F2 C3        F3 D3 A3 D#3 B3 G3       C5 G4
73.1.09    258.00   F          F2 C3        B4 A3 D#3 G3 F3 D4       C5 G4
73.1.21    258.10   F          F2 C3        F3 D#3 A3 B4 G3 D4       -
73.1.32    258.20   F          F2 C3        F3 A3 B4 G3 D4           -
73.1.43    258.30   F5         F2 C3        F3 D3 D#3 D4 G3          -
73.1.54    258.40   F          F2 C3        F3 D#3 A3 B3 D4 G3       -
73.1.65    258.50   F          F2 C3        D3 F3 B3 A3 G3           -
73.1.77    258.60   F          F2 C3        D3 F3 B3 A3 D4 G3        -
73.1.88    258.70   F          F2 C3        D3 F3 A3 B3 G3           -
73.1.99    258.80   F          F2 C3        D3 A3 F3 B4 G3           -
73.2.10    258.90   F          F2 C3        D3 A3 F3 B4 G3 E4        -
73.2.21    259.00   Dm         F2           D3 F3 A3 B4 G3 E4        -
73.2.32    259.10   Em         F2           E3 F3 A3 B4 G3 D4        -
73.2.43    259.20   Em         F2           E3 A3 F3 B4 D4 G3        -
73.2.55    259.30   F          F2 C3        D3 A3 F3 B4 E4 G3        -
73.2.66    259.40   F          F2 C3        D3 A3 F3 A4 B4 E4        -
73.2.77    259.50   F          F2 C3        E3 F3 A3 D4 E4 G3 C4     -
73.2.88    259.60   F          F2 C3        E3 F3 A3 E4 D4 G3        -
73.2.99    259.70   F          F2 C3        E3 A3 F3 E4 D4 G3        -
73.3.11    259.80   F          F2 C3        A3 F3 A4 E4 D4 B4        -
73.3.22    259.90   F          F2 C3        D3 E3 A3 A4 F3 E4        -
73.3.33    260.00   F          F2 C3        D3 A3 E3 A4 F3 E4        -
73.3.44    260.10   F          F2 C3        D3 A3 E3 A4 F3 E4        -
73.3.55    260.20   Dm         F2           D3 A3 E3 A4 F3 E4        -
73.3.66    260.30   Dm         F2           A3 A4 F3 E4 D4 G3        -
73.3.78    260.40   Dm         F2           D3 A3 A4 F3 E4 G3        -
73.3.89    260.50   G          F2           A3 A4 F3 D4 G3 B4        -
73.4       260.60   Dm         F2           D3 A3 A4 F3 B4 G3        -
73.4.11    260.70   Dm         F2           D3 A3 A4 F3 B4 E4        -
73.4.22    260.80   Dm         F2           D3 A3 A4 F3 B4 E4        -
73.4.33    260.90   Dm         F2           D3 A3 A4 F3 B4 E4        -
73.4.44    261.00   Dm         F2           A3 A4 F3 B4 E4 D4        -
73.4.56    261.10   Dm         F2           D3 A3 A4 F3 B4 E4        -
73.4.67    261.20   A5         F2 A1        D3 A3 A4 F3 E4 B4        -
73.4.78    261.30   A5         F2 A1        D3 A3 A4 F3 E4 B4        -
73.4.89    261.40   A5         F2 A1        D3 E3 A3 F3 A4 E4        -
74.1       261.50   Dm         F2           D3 A3 A4 F3 E4 B4        -
74.1.12    261.60   Dm         F2           D3 A3 A4 F3 E4 B4        -
74.1.23    261.70   Dm         F2           A3 A4 F3 E4 B4 D4        -
74.1.34    261.80   Dm         F2           A3 A4 B4 D4 F3 E4        -
74.1.45    261.90   Dm         F2           E3 A3 F3 A4 B4 D4 E4     -
74.1.56    262.00   Dm         F2           A3 F3 A4 B4 D4 E4        -
74.1.67    262.10   Dm         F2           A3 F3 A4 B4 D4 E4        -
74.1.78    262.20   Dm         F2           A3 F3 A4 B4 D4 E4        -
74.1.90    262.30   Dm         F2           A3 F3 A4 B4 D4 E4        -
74.2.01    262.40   Dm         F2           D3 F3 A3 A4 B4 E4        -
74.2.12    262.50   Dm         F2           A3 F3 E3 A4 B4 D4 E4     -
74.2.23    262.60   Dm         F2           A3 E3 A4 F3 D4           -
74.2.34    262.70   F          F2 C3        A3 F3 D4 B4 C4           -
74.2.45    262.80   F          F2 C3        A3 F3 D4 A#4 C4          -
74.2.57    262.90   F          F2 C3        A3 F3 D4 B4 C4           -
74.2.68    263.00   F          F2 C3        A3 F3 D4 A#4 C4          -
74.2.79    263.10   F          F2 C3        A3 F3 D4 B4 C4           -
74.2.90    263.20   F          F2 C3        A3 D4 F3 B4 G4 C4        -
74.3.01    263.30   F          F2 C3        D3 A3 F3 E4 B4 G4        -
74.3.13    263.40   F          F2 C3        D3 F3 E3 A3 D4 E4 G4     -
74.3.24    263.50   F          F2 C3        D3 A3 F3 E3 D4 E4        -
74.3.35    263.60   F          F2 C3        D3 E3 A3 D4 F3 E4        -
74.3.46    263.70   F          F2 C3        D3 E3 A3 D4 E4 F3        -
74.3.57    263.80   F          F2 C3        A3 D4 E4 F3 G4           -
74.3.68    263.90   F          F2 C3        A3 A4 D4 E4 F3 G4        -
74.3.80    264.00   F          F2 C3        A3 A4 F3 D4 G3 E4 G4     -
74.3.91    264.10   A5         F2           A3 F3 B4 E4              -
74.4.02    264.20   Dm         -            F3 A3 B4 D3 C4           -
74.4.13    264.30   E5         E2           B4 F3 A3 D3 C4           -
74.4.24    264.40   D          E2           D3 E3 F#3 C3 A3          -
74.4.35    264.50   Dm         E2           E3 C3 D3 A3 E4 F3        -
74.4.47    264.60   C          E2 C2        E3 D3 E4 C3 F#3          -
74.4.58    264.70   C          E2 C2        D3 E4 C#3 D#3            -
